제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,원문URL,대분류,중분류,소분류,분류근거_키워드,분류신뢰도,출산양육관련여부,수집키워드,수집방식,제외사유,웹크롤링_상세본문,크롤링상태,보정필터_소스
PROP-187097,어린이보호구역 간판 설치,어린이보호구역 간판 설치,2020-04-21,2020,6.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187097,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,,하,제외,아동_안전환경: 보호구역 + 어린이,제외필터링,"일반 아동/학교/시설/안전 제안: 학교, 보호구역 중심이며 출산·양육 직접 맥락 부족","큰... 초등학교나 그옆의 도로
뻘건색 아스팔트 정도는 .. 어린이 보호구역이라 알고있고 .. 대충봐도  어린이보호구역이란것이
운전자한테 느껴집니다 ..
근데 ... 왠 이상한골목이나 .. 한적한 도로가 .. 주변에 팬스 쳐진 공원에 빗물펌프장옆인데 ..
이게 어린이 보호구역인지 뭔지 .. 알수가 없습니다 ... 도로고 검은색에 ...
어린이 보호구역의 범위를 누구나 알아볼수있을만한 간판설치를 부탁드립니다 ...
아니 법이 바껴서 이래저래 모자른것들은 .. 알겠는데 ..
우린 이대로 그냥 할테니 모르면 모든 주정차.운행과태료 두배내라 .. ... 너무하는거아닙니까 ..
애들은 보호하고 시민들은 봉으로 생각합니까 .....",웹크롤링 성공,검증용137_웹본문포함
PROP-186804,민식법 실효성 높이려면 어린이 보호구역  과속 방지턱 두개 이상 연속 설치 전국적으로 시행 제안,민식법 실효성 높이려면 어린이 보호구역  과속 방지턱 두개 이상 연속 설치 전국적으로 시행 제안,2020-03-26,2020,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186804,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,,하,제외,아동_안전환경: 보호구역 + 어린이,제외필터링,일반 아동/학교/시설/안전 제안: 보호구역 중심이며 출산·양육 직접 맥락 부족,"민식이 법이 통과 된 후에도 차량들이 어린이 보호구역에서 속도를 줄이지 않고 지나 가고 있다는 뉴스보도를 보았습니다.
법을 제정하는 것고 좋지만 실질적으로 현장에서 운전자들이 속도를 줄이지 않고는 지나갈 수 없는 환경을 만드는 게 훨씬 실효성이 크다고 봅니다. 그래서 어린이 보호구역에서 과속방지 턱을 높이거나 두개 이상 연속으로 설치해서 속도를 줄이지 않고는 지나갈 수 없게 하자는 제안을 드립니다.",웹크롤링 성공,검증용137_웹본문포함
PROP-185872,어린이보호구역 스쿨존 도로 형태 변경을 제안합니다.,어린이보호구역 스쿨존 도로 형태 변경을 제안합니다.,2019-12-06,2019,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185872,보육·돌봄 인프라,초등돌봄,초등돌봄·방과후,,하,제외,아동_안전환경: 보호구역/스쿨존 + 어린이,제외필터링,"일반 아동/학교/시설/안전 제안: 보호구역, 스쿨존 중심이며 출산·양육 직접 맥락 부족","어린이보호구역 혹은 노인보호 구역은 도로 포장 자체를 다른 형식의 도로로 바꿔보는 건
어떨까 싶습니다.
그 구역마다 과속단속 cctv를 설치를 한다고는 하나 일단 설치율이 저조하며
법적 의무사항은 아니라고 들엇습니다.
그리고 정작 운전자가 그걸 잊고 빠르게 달려버리면 그만입니다.
벌금내고 뭐...벌점 있고....근데 사고가 난다면 이야기는 달라집니다.
그래서 아에 물리적인 부분에서 차량의 속도를 줄이게 만들면 어떨까 싶은겁니다.
도로자체를 바꿔버리는 거죠
예를 들어 일정구간은 방지턱으로만 도로를 만드는 겁니다.
지금 처럼 한두개가 아닌 아에...도로 자체를 방지턱으로 만들어버리는거죠...
운전자들은 과속방지턱 앞에서는 본인과 본인 차량의 리스크를 줄이기 위해 자동적으로 속도를 급격히 줄이기 마련입니다. 거의 습관처럼...
저 또한 운전자 이기에 과속방지턱 앞에서는 급 줄이게 됩니다.
혹은 지름 30cm 정도되는 얕고 넓은 홈을 도로 군데군데 만들어 두는 겁니다.
미관상 이쁠것 같지는 않지만 예쁘게 만들면 그만이고,
가끔 도로를 달리다보면 파져있는 부분을 밟으면 차가 크게 덜컹 거립니다.그래서 그곳 또한 운전자는 피하게 되고 조심스럽게 지나갑니다.
왜냐...내차는 소중하다고 생각하니깐....ㅉㅉㅉ
그러니 빠르게 달리면 차가 흔들리니 운전자는 속도를 줄일 수밖에 없겠죠?
그리고 큰 덤프트럭이나 물건을 많이 적재한 트럭은 그 도로가 불편하면 다른 길로 돌아가겠죠. 굳이 초등학생이 많은 길로 오게 할 필요가 없을 것 같습니다.
즉슨 제가 제안하고 싶은 부분은 어린이보호 구역을 운전자의 양심에 맡기는 것보다
물리적인 차원에서 보행자는 불편함 없고 운전자 또한 서행을 했을 시 차량에 큰 문제가
없을 정도의 도로형태를 만들면 어떨까 싶은 겁니다.
전문가가 아니라 딱히 더 좋은 생각은 나지 않지만 적어도 300m 구간 사이에 1m 간격으로
연속된 과속방지턱이 설치가 되어 있다면
운전자인 저로써도 빨리 달리고 싶은 생각은
없지 않을 까 싶습니다.
더 좋은 아이디어가 있음 댓글 달아주세요.
민식이법 같은 생명안전법안 처럼 법적으로 오래거걸리고 어려운 부분은 그것대로 해결하고!
우리는 우리식으로 쉽게 먼저 도와주고 더 안전하게 할 수있는 방법이 있다면 그것을 먼저 행하는 것도 좋을 것같습니다. 도로포장 새로 하는게 법안 통과보다는 쉬울거아닙니까!
맨날 괜한 걸로 세금 낭비하시지 마시고!!",웹크롤링 성공,검증용137_웹본문포함
PROP-185383,어린이공원 내에 젊은 부모들의 감성을 자극하는 테마공원을 조성해주세요.,어린이공원 내에 젊은 부모들의 감성을 자극하는 테마공원을 조성해주세요.,2019-10-10,2019,8.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185383,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,,하,제외,공간·편의시설: 공원 + 부모,제외필터링,출산·양육 직접 키워드 또는 조합 조건 미충족,"요즘 젊은 부모들의 새로운 랜드마크가 될 수 있도록
SNS 감성을 자랑할 수 있는
아름다운 허브공원, 핑크뮬공원, 아름다운 카페, 먹거리촌 등을 담고 아이들이 즐거워 할 수 있는 특화거리나  유명 디자이너나 설치미술가들의 작품들을 전시하는 공간을 운영하면 좋을 것 같습니다.
젊은 엄마 아빠의 감성을 자극하는 테마 공원조성을 통해
아이들이 어린이대공원에 대한 기억이 쭉 이어져 100주년을 맞이하는 어린이 대공원이 되기를 바랍니다.",웹크롤링 성공,검증용137_웹본문포함
PROP-185302,아이와 조부모가 함께 할 수 있는 공간을 만들어주세요,아이와 조부모가 함께 할 수 있는 공간을 만들어주세요,2019-09-24,2019,6.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185302,보육·돌봄 인프라,가족돌봄,아이돌봄·조부모돌봄,,하,제외,공간·편의시설: 공간 + 아이/부모,제외필터링,출산·양육 직접 키워드 또는 조합 조건 미충족,"손자를 돌보는 조부모들이
아이와 함께 이용할 수 있는 공간이 아파트 단지 내, 마을에 있으면 좋겠습니다.
노인정은 아이들과 함께 갈 수 없는 공간이고
도서관도 아이들과 함께가기 어려운 문화입니다.
(도서관에서 아이들과 이야기 나누는 걸 허용하지 않는 문화..)
이야기도 나누고 책도 읽고
커뮤니티 활동도 할 수 있는
세대 복합 문화 공간이 필요합니다.",웹크롤링 성공,검증용137_웹본문포함
PROP-184945,어린이 노인장애인보호구역 도로표시  지그자그로,어린이 노인장애인보호구역 도로표시  지그자그로,2019-08-04,2019,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184945,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,,하,제외,아동_안전환경: 보호구역 + 어린이,제외필터링,일반 아동/학교/시설/안전 제안: 보호구역 중심이며 출산·양육 직접 맥락 부족,"현행도로의 30으로제한이 되어있는데 그구간보다는 이구간에  들어가는 횡단보도정지선에서  횡단보도좌우  실선을 모두 이무적으로지그재그로  법적으로의무화 해 주？으면 합니다. 서행인데이구간횡단보도는 도로사정에따라 간격이들쑥날쑥해 큰것은크고 좁은곳은 좁아 너무위험합니다  자전거도로까지생겨서 더 문제가아닌가합니다  보호구역과 그안의 횡단보도앞 측구의 거리는 일반도로 측구너비만큼 거리유지의무와 지그재그로 보호를 해주셨으면합니다
지워제서다시작성",웹크롤링 성공,검증용137_웹본문포함
PROP-184905,아동들의 놀 공간을 찾아주세요!,아동들의 놀 공간을 찾아주세요!,2019-07-31,2019,55.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184905,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,,하,제외,공간·편의시설: 공간 + 아동,제외필터링,일반 아동/학교/시설/안전 제안: 학교 중심이며 출산·양육 직접 맥락 부족,"안녕하십니까? 저는 서울시 동작구에 살고 있는 '노회림' 입니다.
저는 요즘 아동들이 놀 수 있는 실내공간이 더욱 많아져야 한다고 생각하고, 필요하다고 생각합니다. 요즘에는 미세먼지가 심한 날도 있고, 폭우가 쏟아지는 날, 또 폭염이 기승을 부리는 날도 있기 때문에 밖에서는 놀지 못할 때가 대다수 입니다. 그리고 키즈카페는 저학년들이 놀 수 있는 '키즈카페' 라는 공간이 있지만 그곳에는 고학년들이 가지 못하고, 요즘에는 키즈카페에 가는 초등학교 저학년도 많이 볼 수 없습니다. 그래서 저는 아동들이 편히 놀 수 있는 실내 놀이공간이 필요하다고 생각합니다.
만약에 실내 공간에 '놀이시설'이 생긴다면 어떤 놀이시설이 필요할까요? 먼저 활동적인 아동들을 위해 활동적인 아동들이 편히 이용할 수 있는 운동기구들이나 박진감 넘치는 모험 놀이터가 생기면 좋을 것이고, 예술적인 것을 좋아하는 아동들을 위해 자신의 생각을 자유롭게 표현할 수 있는 미술 공간이 필요할 것입니다.(+미술도구) 또한, 요즘 고학년들이 많이 찾는 만화방이나, 노래방도 필요할 것입니다. 또, 휴대폰 게임 말고, 카드게임이나 보드게임을 좋아하는 아동들도 있으므로 그런 시설을 들여놓는 것 또한 좋을 것입니다.
요즘 아동들은 놀 권리에 대해 잘 모르고 있고, 공부하는 시간에 놀 시간을 뺏겨 잘 놀지 못하는 경우도 많습니다. (아동들의 공부시간이 성인들의 근무시간보다 많았습니다) 그럴수록 우리는 아동들의 놀 권리를 존중해주어야 하며 또한 아동들의 놀 권리의 필요성을 아는 것이 중요하다고 생각합니다. 감사합니다.",웹크롤링 성공,검증용137_웹본문포함
PROP-184904,아이들만의 쉬는 공간이 필요해요!!,아이들만의 쉬는 공간이 필요해요!!,2019-07-31,2019,8.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184904,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,,하,제외,공간·편의시설: 공간 + 아이,제외필터링,출산·양육 직접 키워드 또는 조합 조건 미충족,"아이들만의 쉬는 공간이 필요해요! 부모님이 일하셔서 혼자있는 날이 많을 때. 어르신들의 무더위 쉼터처럼 저학년 고학년 학생들이 방학때만 편안히 놀 수 있는 곳이 생기면 좋겠다.
(새솔초)",웹크롤링 성공,검증용137_웹본문포함
PROP-183684,어르신들의 산책로와  아이들의 안전한 숲을 지켜주세요,어르신들의 산책로와  아이들의 안전한 숲을 지켜주세요,2019-01-22,2019,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183684,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,,하,제외,아동_안전환경: 안전 + 아이,제외필터링,출산·양육 직접 키워드 또는 조합 조건 미충족,"새소리, 웃음소리 지켜주세요
이젠 더이상 편리두의 안됩니다
자연의 역습 무섭잔아요  ㄲ오록 지켜주세요",웹크롤링 성공,검증용137_웹본문포함
PROP-182770,어린이보호구역 불법주차 및 정차 상설 신고제도,어린이보호구역 불법주차 및 정차 상설 신고제도,2018-10-24,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182770,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,,하,제외,아동_안전환경: 보호구역 + 어린이,제외필터링,일반 아동/학교/시설/안전 제안: 보호구역 중심이며 출산·양육 직접 맥락 부족,"안녕하세요.
다른곳도 마찬가지지만 특히 '어린이보호구역'의 불법주정차가 매우 심각합니다.
물론 각자의 사정이 있고 이유가 있겠지만 사각지대 유발 및 아이들의 불편 그리고 교육상에도 불법 주정차는 좋을게 없습니다.
그래서 어린이보호구역내의 불법주정차를 쉽게 신고할 수 있는 부서나 콜센터를 두고 관리를 했으면 합니다.
막상 신고하려해도 번거로워 신고가 어려우니
사진등을 첨부해서 신고하는 제도가 있었으면 합니다.",웹크롤링 성공,검증용137_웹본문포함
PROP-182161,어린이 노인보호구역 신호등커버나 기둥에 노란색 칠하기,어린이 노인보호구역 신호등커버나 기둥에 노란색 칠하기,2018-09-04,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182161,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,,하,제외,아동_안전환경: 보호구역 + 어린이,제외필터링,일반 아동/학교/시설/안전 제안: 보호구역 중심이며 출산·양육 직접 맥락 부족,"아래 제안은 제가 지난달28일 햇던 내용입니다.
점부할 사진이 있어 다시 올립니다.
어린이 보호구역 신호등 노란색 칠하기
이동석
님
2018-08-29 10:20
어린이 보호구역 이나
노인 보호구역이 정해져 있습니다.
스쿨죤 또는 아스팔트 위에 또는
표지판으로도 표식이 되어 있지만
신호등 기둥 그리고 신호등커버 전체를
어린이보호구역이나 노인 보호구역 횡단보도 신호 또는
차량 신호등에도 노랑색으로 전체를 칠하여
아스팔트 바닥 또는 표지판을 못보더라도
신호등 커버 기둥색깔이 노란색으로
칠해져 있으면 누가봐도 어린이나 노인보효
구역임이 표시 날겁니다.
이러한 노란색으로 칠해져 있는 신호등커버 기둥이
있는곳 에는 모든 운전자.자전거 오도바이등등이
서행하여 어린이나  노약자들을 보호 햇으면
좋겟다？ 생각이 들어
제안하여 봅니다.
공감 1건
공감",웹크롤링 성공,검증용137_웹본문포함
PROP-182108,어린이 보호구역 신호등 노란색 칠하기,어린이 보호구역 신호등 노란색 칠하기,2018-08-29,2018,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182108,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,,하,제외,아동_안전환경: 보호구역 + 어린이,제외필터링,일반 아동/학교/시설/안전 제안: 보호구역 중심이며 출산·양육 직접 맥락 부족,"어린이 보호구역 이나
노인 보호구역이 정해져 있습니다.
스쿨죤 또는 아스팔트 위에 또는
표지판으로도 표식이 되어 있지만
신호등 기둥 그리고 신호등커버 전체를
어린이보호구역이나 노인 보호구역 횡단보도 신호 또는
차량 신호등에도 노랑색으로 전체를 칠하여
아스팔트 바닥 또는 표지판을 못보더라도
신호등 커버 기둥색깔이 노란색으로
칠해져 있으면 누가봐도 어린이나 노인보효
구역임이 표시 날겁니다.
이러한 노란색으로 칠해져 있는 신호등커버 기둥이
있는곳 에는 모든 운전자.자전거 오도바이등등이
서행하여  노약자들을 보호 햇으면
좋겟다？ 생각이 들어
제안하여 봅니다",웹크롤링 성공,검증용137_웹본문포함
PROP-182052,어린이보호구역 도로를 울퉁불퉁하게 해서 과속을 방지해 주세요,어린이보호구역 도로를 울퉁불퉁하게 해서 과속을 방지해 주세요,2018-08-22,2018,3.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182052,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,,하,제외,아동_안전환경: 보호구역 + 어린이,제외필터링,일반 아동/학교/시설/안전 제안: 보호구역 중심이며 출산·양육 직접 맥락 부족,"안녕하세요.
어린이 보호구역에 신호등이나 과속방지턱, 안내판 정도로는 실효과 크지 않은 것 같습니다.
바닥을 울퉁불퉁한 돌벽돌로 만들어 놓으면 미관상에도 매우 좋고 차량 운전자들은 어쩔 수 없이 서행하게 되어 실효로 이어질 수 밖에 없을 것 같습니다.
고려해 주시길 부탁드립니다.",웹크롤링 성공,검증용137_웹본문포함
PROP-181276,"서울 녹지, 공원, 아동청소년 놀이터 확충 요구한다","서울 녹지, 공원, 아동청소년 놀이터 확충 요구한다",2018-05-20,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181276,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,,하,제외,공간·편의시설: 공원 + 아동,제외필터링,일반 아동/학교/시설/안전 제안: 청소년 중심이며 출산·양육 직접 맥락 부족,"재건축, 재개발, 도시 재생, 도시공학, 리모델링 등등 화려한 수사를 보면서 여러 생각을 하게 된다.
기본적으로 자기 이익을 추구하려는 시각에서 출발하고 있다고 본다.
살다보면 청소년들이나 아동들이 놀이터에서 놀기위해서 모여 있거나 놀이터로 오가는 모습을 본다.
군데군데 소규모 공터였거나 남는 땅을 녹지 약간 조성하고 그네같은 놀이기구 몇개 놔둔 아주 소박한 공간이다.
그걸 보면
컴퓨터 게임에 빠지지 않고 공원에 오는 것이 대견스럽기도하고
서울이라는 도시 속에서 아이들이 공을 차거나 뛰어놀 공간이 없는 것은 30년 전이나 마찬가지 이구나 하는 감회가 생긴다.
사회적 약자인 아동과 청소년은 별 관심은 못 받는 듯 하다.
결론
서울시 내에 녹지, 공원, 아동 청소년 및 노인까지 활용할 놀이터 등 사회적 자원을 확충해 주기 바란다.
서울시가 하는 짓은 아니지만 빈 땅이 생기면 녹지나 휴식공간은 안 생기고 주차장만 생긴다.
주차 수요에 대한 정책이 부재한 탓도 있지만
차를 사용하는 자들이 바로 주도적인 계층이고 그들은 자기의 수요를 먼저 충족하기 때문이다.
녹지의 경우 환경적 대안이고 심각하게 연구할 분야다.
다만 꽃가루로 인한 보건적 문제는 사회적 비용을 증가시키고
사람을 괴롭게 하는 요인이다.
따라서 꽃가루 문제도 깊이 고려되어야 한다. 아무도 하지 않는 일같아 보이는데 그런 아무도 하지 않는 일을 해야 하는 것이 바로 정부, 지방정주, 아니면 서울시이다.",웹크롤링 성공,검증용137_웹본문포함
PROP-181065,어린이보호구역 불법주차 단속 민원신청 방법 을 바꾸어 주세요,어린이보호구역 불법주차 단속 민원신청 방법 을 바꾸어 주세요,2018-04-25,2018,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181065,정보·상담·교육·거버넌스,정보 접근성,정보통합·상담·신청,,하,제외,아동_안전환경: 보호구역 + 어린이,제외필터링,"일반 아동/학교/시설/안전 제안: 학교, 보호구역 중심이며 출산·양육 직접 맥락 부족","2018. 4. 25.
11:31 다산콜센터로 군자초등학교정문에서 동재아파트앞까지가 어린이보호구역인데 불법주차한차량이 많으니 단속요청을 했고 센터에서 단속하겠다고 하고 조금있다가 민원접수 되었다고 문자가 왔읍니다.
13:54 현장확인후 이동조치 및 계도 조치하였다고 문자가 왔읍니다.
밖을 내다보니 11:31분 제가 다산콜센터에 불법주차단속요청한 상태 그대로 였읍니다.
13:57분경 문자를 보낸 02-2127-4900에 전화를 거니 동대문구청이었고 여직원이 받았읍니다.
단속을 했다고 했는데 그대로다 어떻게 된거냐 했더니, 그렇게 구간으로 단속을 요청한것은 단속을 안하고 차 한대당 위치,차량번호,불법주차된주소, 불법주차시간등 적어서 을 한건씩 민원요청을 해야 단속한다고 했읍니다.....아니 불법주차한 곳이 도로인데 하나의 주차주소가 어디있나, 그냥 무슨건물 앞에 있는곳 하면 되는것 아니냐..어떻게 하나하나의 주차주소가 있을수 있나?.나는 지금까지 동재 아파트앞이 어린이 보호구역인데 와서 단속해달라고 해서 단속한줄 알았더니 그럼 하나도 단속한게 아니고 했다고 문자만 보낸것이냐,,그럼 애초에 그렇다고 애기를 해야지,단속한것처럼 속인것아닌가? 공무원 일하는 방식이 잘못된것이 아인가? 그많은 불법주차 차량을 일일이 하나 차량번호, 불법주차한 시간, 위치주소 어떻게 민원인이 일일이 신고해야 되는가? 등으로 언성이 있었지만,,,알았다고 전화 끝고 생활불편앱으로
불법주차한 차량 한대씩 찍고 10분있다찍고 기다렸다가 불법주차 2~3대 사진찍어서 올리고 가 한시간이 다흘러 가서 짜증이 와서 그만 중간에 그만두고 말았읍니다.
서울시민이 어린이보호구역에 불법주차한차량을 어떻게 하나하나 불법주차 시간까지 공증하면서 민원을 올려야 합니까?
군자초등학교정문에서 동재아파트까지 불법주차 단속을 요청하면 하면 와서 단속을 하면 되지 않읍니까?
서울시의 규정이 그렇다면  시민을 위한것으로 바꾸어 주시기 바라겠읍니다.",웹크롤링 성공,검증용137_웹본문포함
PROP-181015,서울시 어린이 보호구역 안전휀스 개선,서울시 어린이 보호구역 안전휀스 개선,2018-04-19,2018,11.0,1,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181015,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,,하,제외,아동_안전환경: 안전/보호구역 + 어린이,제외필터링,일반 아동/학교/시설/안전 제안: 보호구역 중심이며 출산·양육 직접 맥락 부족,"어린이 보호구역 내 횡단보도에 시인성이 확보된 안전휀스를 설치하여 교통사고로부터 어린이들을 보호하도록 개선합니다.
자세한 것은 첨부파일을 참조바랍니다.",웹크롤링 성공,검증용137_웹본문포함
PROP-180989,서울시내 도로교통법 바껴야한다고 봅니다. (시내한복판/스쿨존/어린이보호구역/노인보호구역),서울시내 도로교통법 바껴야한다고 봅니다. (시내한복판/스쿨존/어린이보호구역/노인보호구역),2018-04-17,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180989,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,,하,제외,아동_안전환경: 보호구역/스쿨존 + 어린이,제외필터링,"일반 아동/학교/시설/안전 제안: 보호구역, 스쿨존 중심이며 출산·양육 직접 맥락 부족","※ 운전자도 서울 시민입니다. ※
운전자도 사람이고 행복/권리/건강을 누릴줄 알아야합니다.
1). 어린이보호구역/스쿨존 대부분 속도제한 30km / 40km / 50km 대부분 입니다.
밤 21:00(pm) ~ 6:00 까지는 제한속도를 풀어야한다고 봅니다. 자동차도 정상적으로 속도내야한다고 봅니다.
제한속도 30km / 40km / 50km 떄문에 운전자도 조금이라도 일찍 집에들어가야 휴식을 취할 수 있기때문입니다.
30분/1시간이라도 일찍 집에들어가서 휴식을 취할 수 있거나 숙면을 취해야 내일을 위한 활력소가 되기떄문입니다.
(운전자도 일찍 집에들어가서 좋고 가족과 함꼐할 수 있는시간도 보내서 좋고)
어린이는 21:00~22:00 꿈나라/대부분 잠자리에 들기떄문에 밤 늦으시간에는 돌아다니기보다는 집에 대부분 있습니다.
유럽이나 선진국대부분은 보행자가 건너지않은곳은 자동으로 점멸등 으로 바뀌고 보행자가 건너가고싶을떄는 버튼눌러서 대부분 건너가고 있습니다. (보행자는 횡단보도 건너갈경우 버튼눌러서 30초후 건나갈 수 있게합니다.)
) 시골/읍 지역은 20:00~21:00모든 신호 점멸등바귀고 서울시내 번화가/이동인구많은곳/차량이동많은곳 포함해서 23:00 ~ 5:00 보행자신호는 건너지않은곳도 상당히 많습니다.
(2)  특히 출, 퇴근시간떄는 좌회전 신호가 상당히 많이 짧습니다.
(좌회전 신호가 짧은 서울시내 엄청많습니다. 특히 출,퇴근 많이 막히는곳은 신호를 좀더 길게/여유있게 줘야한다고봅니다.)
(3). 보행자가 건너지않기떄문에 차량운전자는 빨강신호등 멈춰야하는 불필요신호대기할 필요가 없다고봅니다.
(4). 주말에는 전 구간 고속도로 통행료 무료했으면 합니다. (서울 남산톨게이트처럼요)",웹크롤링 성공,검증용137_웹본문포함
PROP-180585,서울시 어린이 보호구역 안전휀스 개선,서울시 어린이 보호구역 안전휀스 개선,2018-03-13,2018,8.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180585,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,,하,제외,아동_안전환경: 안전/보호구역 + 어린이,제외필터링,일반 아동/학교/시설/안전 제안: 보호구역 중심이며 출산·양육 직접 맥락 부족,"어린이 보호구역 내 횡단보도에 시인성이 확보된 안전휀스를 설치하여 교통사고로부터 어린이들을 보호하도록 개선
첨부파일을 참조해주세요.",웹크롤링 성공,검증용137_웹본문포함
